UDI,Product ID,Type,Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]
8238,L55417,L,310.6,1796,26,90,0,0,0,0,0,0,299.1
8239,L55418,L,310.4,1519,45.3,92,0,0,0,0,0,0,299.1
8240,L55419,L,310.4,1339,49.6,94,0,0,0,0,0,0,299
8241,L55420,L,310.4,1483,41.5,96,0,0,0,0,0,0,299
8242,M23101,M,310.2,2099,20,98,0,0,0,0,0,0,298.9
8243,M23102,M,310.3,1689,29.7,101,0,0,0,0,0,0,299
8244,H37657,H,310.4,1369,54.5,104,0,0,0,0,0,0,299.1
8245,L55424,L,310.4,1512,38.8,109,0,0,0,0,0,0,299
8246,M23105,M,310.3,1303,68.6,111,1,0,0,1,0,0,299
8247,L55426,L,310.3,1552,39.9,114,0,0,0,0,0,0,299
8248,L55427,L,310.4,1713,28,116,0,0,0,0,0,0,299
8249,L55428,L,310.3,1456,44.1,118,0,0,0,0,0,0,298.9
8250,L55429,L,310.4,1524,39.8,120,0,0,0,0,0,0,299
8251,M23110,M,310.4,1394,45.2,122,0,0,0,0,0,0,299
8252,L55431,L,310.4,1981,21.2,125,0,0,0,0,0,0,299
8253,L55432,L,310.4,1565,36.1,127,0,0,0,0,0,0,299
8254,L55433,L,310.4,1657,31,129,0,0,0,0,0,0,299.1
8255,M23114,M,310.4,1625,37.1,131,0,0,0,0,0,0,299
8256,L55435,L,310.4,1606,31.1,134,0,0,0,0,0,0,299
8257,H37670,H,310.5,1336,56.8,136,0,0,0,0,0,0,299
8258,M23117,M,310.6,1587,34.2,141,0,0,0,0,0,0,299
8259,L55438,L,310.6,1602,39.7,144,0,0,0,0,0,0,299.1
8260,L55439,L,310.5,1471,38.4,146,0,0,0,0,0,0,299.1
8261,H37674,H,310.6,1332,48,148,0,0,0,0,0,0,299.1
8262,H37675,H,310.6,1434,48.4,153,0,0,0,0,0,0,299.2
8263,L55442,L,310.6,1921,23.9,158,0,0,0,0,0,0,299.1
8264,H37677,H,310.6,1704,30.6,160,0,0,0,0,0,0,299.2
8265,M23124,M,310.6,1397,49.5,165,0,0,0,0,0,0,299.1
8266,H37679,H,310.6,1791,28,168,0,0,0,0,0,0,299.1
8267,L55446,L,310.6,1818,24.1,173,0,0,0,0,0,0,299.1
8268,L55447,L,310.7,1540,36.3,175,0,0,0,0,0,0,299.2
8269,M23128,M,310.8,1502,39.8,177,0,0,0,0,0,0,299.2
8270,H37683,H,310.8,1761,30.4,180,0,0,0,0,0,0,299.2
8271,M23130,M,310.8,1517,38.4,185,0,0,0,0,0,0,299.1
8272,L55451,L,310.7,1309,51.1,188,0,0,0,0,0,0,299.1
8273,L55452,L,310.6,1363,52.6,190,0,0,0,0,0,0,298.9
8274,M23133,M,310.6,1787,22.2,192,0,0,0,0,0,0,299
8275,L55454,L,310.5,1640,29.2,195,0,0,0,0,0,0,298.9
8276,M23135,M,310.6,1720,25.3,197,0,0,0,0,0,0,298.9
8277,L55456,L,310.5,1384,52.8,200,0,0,0,0,0,0,298.8
8278,H37691,H,310.5,1294,55.8,202,0,0,0,0,0,0,298.8
8279,L55458,L,310.5,1464,46.4,207,0,0,0,0,0,0,298.8
8280,L55459,L,310.6,1803,25.4,209,0,0,0,0,0,0,298.8
8281,L55460,L,310.6,1602,39.1,211,0,0,0,0,0,0,298.8
8282,H37695,H,310.6,1519,38.8,213,0,0,0,0,0,0,298.9
8283,M23142,M,310.7,1638,33.6,218,0,0,0,0,0,0,298.9
8284,H37697,H,310.6,1615,33,221,0,0,0,0,0,0,298.9
8285,L55464,L,310.6,1651,33.3,0,0,0,0,0,0,0,298.8
8286,L55465,L,310.6,1387,52.7,2,0,0,0,0,0,0,298.9
8287,M23146,M,310.5,1678,32.8,4,0,0,0,0,0,0,298.8
8288,L55467,L,310.6,1585,38.1,7,0,0,0,0,0,0,298.9
8289,M23148,M,310.6,1640,33.8,9,0,0,0,0,0,0,298.8
8290,L55469,L,310.6,1406,43.8,12,0,0,0,0,0,0,298.9
8291,M23150,M,310.6,1679,35.8,14,0,0,0,0,0,0,298.9
8292,L55471,L,310.5,1717,26.9,17,0,0,0,0,0,0,298.9
8293,H37706,H,310.5,1429,39.9,19,0,0,0,0,0,0,298.9
8294,M23153,M,310.4,1533,44.4,24,0,0,0,0,0,0,298.9
8295,M23154,M,310.5,1525,38.5,27,0,0,0,0,0,0,298.9
8296,L55475,L,310.4,1739,26.3,30,0,0,0,0,0,0,298.9
8297,L55476,L,310.3,1436,39,32,0,0,0,0,0,0,298.9
8298,M23157,M,310.2,1595,33.1,34,0,0,0,0,0,0,298.8
8299,H37712,H,310.1,1435,45.6,37,0,0,0,0,0,0,298.7
8300,L55479,L,310,1637,31.8,42,0,0,0,0,0,0,298.7
8301,L55480,L,310.1,1558,37.6,44,0,0,0,0,0,0,298.7
8302,M23161,M,310.1,1644,34.1,46,0,0,0,0,0,0,298.7
8303,L55482,L,310.1,1641,31.1,49,0,0,0,0,0,0,298.7
8304,L55483,L,310.2,1504,41,51,0,0,0,0,0,0,298.8
8305,M23164,M,310.1,1506,50.7,53,0,0,0,0,0,0,298.7
8306,H37719,H,310.1,1380,44,56,0,0,0,0,0,0,298.8
8307,M23166,M,310.1,1549,42.5,61,0,0,0,0,0,0,298.7
8308,M23167,M,310.1,1402,69.7,64,1,0,0,1,0,0,298.7
8309,L55488,L,310.1,1401,45.3,67,0,0,0,0,0,0,298.7
8310,M23169,M,310,1459,40.2,69,0,0,0,0,0,0,298.7
8311,L55490,L,309.9,1465,39.7,72,0,0,0,0,0,0,298.7
8312,M23171,M,310,1295,52.7,74,0,0,0,0,0,0,298.8
8313,M23172,M,310,1529,38.5,77,0,0,0,0,0,0,298.8
8314,M23173,M,310,1484,44.9,80,0,0,0,0,0,0,298.8
8315,L55494,L,309.9,1739,30.6,83,0,0,0,0,0,0,298.8
8316,H37729,H,309.8,1422,40.7,85,0,0,0,0,0,0,298.7
8317,L55496,L,309.8,1463,40,90,0,0,0,0,0,0,298.8
8318,L55497,L,309.7,1667,30.4,92,0,0,0,0,0,0,298.7
8319,H37732,H,309.7,1565,39.3,94,0,0,0,0,0,0,298.7
8320,L55499,L,309.7,1393,45.7,99,0,0,0,0,0,0,298.7
8321,M23180,M,309.7,1453,47.7,101,0,0,0,0,0,0,298.8
8322,L55501,L,309.6,1442,50,104,0,0,0,0,0,0,298.8
8323,L55502,L,309.6,1364,44.9,106,0,0,0,0,0,0,298.7
8324,H37737,H,309.5,1453,40.4,108,0,0,0,0,0,0,298.7
8325,M23184,M,309.5,1394,46,113,0,0,0,0,0,0,298.7
8326,M23185,M,309.5,1500,38.8,116,0,0,0,0,0,0,298.7
8327,H37740,H,309.5,1523,34.2,119,0,0,0,0,0,0,298.6
8328,M23187,M,309.6,1254,57.1,124,0,0,0,0,0,0,298.7
8329,L55508,L,309.5,1325,52.2,127,0,0,0,0,0,0,298.6
8330,L55509,L,309.7,1424,49.6,129,0,0,0,0,0,0,298.8
8331,L55510,L,309.7,1505,39,131,0,0,0,0,0,0,298.8
8332,M23191,M,309.7,1392,48.7,133,0,0,0,0,0,0,298.8
8333,L55512,L,309.7,1529,44,136,0,0,0,0,0,0,298.8
8334,M23193,M,309.7,1477,48.5,138,0,0,0,0,0,0,298.8
8335,M23194,M,309.7,1459,47.3,141,0,0,0,0,0,0,298.8
8336,M23195,M,309.8,2240,15.9,144,0,0,0,0,0,0,299
8337,L55516,L,309.7,1449,48.8,147,0,0,0,0,0,0,298.9
8338,M23197,M,309.7,1589,35.3,149,0,0,0,0,0,0,298.8
8339,L55518,L,309.7,1740,28.5,152,0,0,0,0,0,0,298.8
8340,M23199,M,309.7,1499,40.3,154,0,0,0,0,0,0,298.8
8341,M23200,M,309.7,1480,38.1,157,0,0,0,0,0,0,298.8
8342,L55521,L,309.7,1751,29.6,160,0,0,0,0,0,0,298.8
8343,L55522,L,309.7,1510,40.6,162,0,0,0,0,0,0,298.7
8344,H37757,H,309.8,1437,48.2,164,0,0,0,0,0,0,298.8
8345,L55524,L,309.7,1609,40.4,169,0,0,0,0,0,0,298.8
8346,H37759,H,309.8,1490,35.9,171,0,0,0,0,0,0,298.8
8347,L55526,L,309.7,1601,35.7,176,0,0,0,0,0,0,298.7
8348,L55527,L,309.6,1665,31.1,178,0,0,0,0,0,0,298.7
8349,M23208,M,309.6,1452,42.7,180,0,0,0,0,0,0,298.7
8350,M23209,M,309.5,1487,33.6,183,0,0,0,0,0,0,298.7
8351,M23210,M,309.6,1382,48.1,186,0,0,0,0,0,0,298.7
8352,M23211,M,309.6,1686,26.2,189,0,0,0,0,0,0,298.7
8353,L55532,L,309.6,1491,36.9,192,0,0,0,0,0,0,298.6
8354,L55533,L,309.6,1442,55.6,194,0,0,0,0,0,0,298.7
8355,L55534,L,309.6,1390,50.3,196,0,0,0,0,0,0,298.6
8356,L55535,L,309.6,1502,46.7,198,0,0,0,0,0,0,298.7
8357,M23216,M,309.6,1344,59.4,200,0,0,0,0,0,0,298.6
8358,L55537,L,309.5,1385,46.3,203,1,1,0,0,0,0,298.5
8359,L55538,L,309.7,1547,37.4,0,0,0,0,0,0,0,298.7
8360,M23219,M,309.6,1525,42.4,2,0,0,0,0,0,0,298.6
8361,L55540,L,309.6,1540,35.8,5,0,0,0,0,0,0,298.6
8362,L55541,L,309.5,1450,44.3,7,0,0,0,0,0,0,298.6
8363,L55542,L,309.6,1353,62.5,9,0,0,0,0,0,0,298.6
8364,L55543,L,309.7,1582,45,11,0,0,0,0,0,0,298.8
8365,L55544,L,309.8,1396,49,13,0,0,0,0,0,0,298.9
8366,M23225,M,309.8,1551,36.6,15,0,0,0,0,0,0,298.8
8367,M23226,M,309.8,1836,22.8,18,0,0,0,0,0,0,298.9
8368,L55547,L,309.8,1390,49.9,21,0,0,0,0,0,0,298.9
8369,L55548,L,309.8,1534,42.1,23,0,0,0,0,0,0,298.9
8370,L55549,L,309.7,1953,20.6,25,0,0,0,0,0,0,298.8
8371,L55550,L,309.8,1634,33.6,27,0,0,0,0,0,0,298.8
8372,L55551,L,309.7,1881,21.7,29,0,0,0,0,0,0,298.7
8373,M23232,M,309.7,1448,44.8,31,0,0,0,0,0,0,298.8
8374,M23233,M,309.7,1362,50.5,34,0,0,0,0,0,0,298.7
8375,L55554,L,309.7,1225,63.4,37,0,0,0,0,0,0,298.8
8376,M23235,M,309.6,1384,48.2,39,0,0,0,0,0,0,298.8
8377,L55556,L,309.8,1334,49.3,42,0,0,0,0,0,0,298.8
8378,L55557,L,309.7,1336,50.3,44,0,0,0,0,0,0,298.8
8379,M23238,M,309.9,1331,61.6,46,0,0,0,0,0,0,298.8
8380,L55559,L,309.9,1629,31.9,49,0,0,0,0,0,0,298.8
8381,L55560,L,310,1776,25.7,51,0,0,0,0,0,0,298.9
8382,H37795,H,310,1530,38.3,53,0,0,0,0,0,0,298.8
8383,L55562,L,310,1719,27.3,58,0,0,0,0,0,0,298.9
8384,M23243,M,309.9,1495,35.2,60,0,0,0,0,0,0,298.8
8385,L55564,L,309.7,1450,43.1,63,0,0,0,0,0,0,298.8
8386,H37799,H,309.8,1563,38.8,65,0,0,0,0,0,0,298.8
8387,M23246,M,309.9,1501,37.1,70,0,0,0,0,0,0,298.9
8388,L55567,L,309.9,1351,47.2,73,0,0,0,0,0,0,298.8
8389,L55568,L,309.9,1365,46.5,75,0,0,0,0,0,0,298.9
8390,L55569,L,309.9,1525,39.7,77,0,0,0,0,0,0,298.8
8391,M23250,M,309.8,1288,61.9,79,0,0,0,0,0,0,298.8
8392,L55571,L,309.6,1423,42.7,82,0,0,0,0,0,0,298.6
8393,M23252,M,309.6,1502,39.4,84,0,0,0,0,0,0,298.5
8394,L55573,L,309.5,1428,43.5,87,0,0,0,0,0,0,298.5
8395,M23254,M,309.5,1566,38.1,89,0,0,0,0,0,0,298.6
8396,M23255,M,309.5,1483,44.8,92,0,0,0,0,0,0,298.5
8397,H37810,H,309.6,1593,33.3,95,0,0,0,0,0,0,298.6
8398,L55577,L,309.6,1724,26.4,100,0,0,0,0,0,0,298.5
8399,L55578,L,309.7,2617,12.1,102,1,0,0,1,0,0,298.5
8400,L55579,L,309.7,1294,59.4,104,0,0,0,0,0,0,298.6
8401,L55580,L,309.6,1533,40.7,106,0,0,0,0,0,0,298.6
8402,H37815,H,309.4,1671,31.8,108,0,0,0,0,0,0,298.5
8403,L55582,L,309.5,1370,52.4,113,0,0,0,0,0,0,298.5
8404,L55583,L,309.6,1462,45.1,115,0,0,0,0,0,0,298.5
8405,L55584,L,309.5,1545,36.6,117,0,0,0,0,0,0,298.4
8406,M23265,M,309.5,1484,41.7,119,0,0,0,0,0,0,298.4
8407,M23266,M,309.5,1344,45.3,122,0,0,0,0,0,0,298.4
8408,L55587,L,309.5,1357,50.1,125,0,0,0,0,0,0,298.4
8409,M23268,M,309.6,1572,33,127,0,0,0,0,0,0,298.5
8410,L55589,L,309.6,1861,26.9,130,0,0,0,0,0,0,298.5
8411,L55590,L,309.5,1548,44.5,132,0,0,0,0,0,0,298.5
8412,L55591,L,309.8,1496,37.7,134,0,0,0,0,0,0,298.6
8413,M23272,M,309.7,1314,49.7,136,0,0,0,0,0,0,298.6
8414,M23273,M,309.7,1422,49.7,139,0,0,0,0,0,0,298.6
8415,L55594,L,309.8,1842,20.1,142,0,0,0,0,0,0,298.6
8416,M23275,M,309.9,1434,53,144,0,0,0,0,0,0,298.7
8417,M23276,M,310.1,1585,31.3,147,0,0,0,0,0,0,298.8
8418,H37831,H,310.1,1704,30.7,150,0,0,0,0,0,0,298.8
8419,L55598,L,310.2,1971,23.2,155,0,0,0,0,0,0,298.9
8420,L55599,L,310.3,1431,39.9,157,0,0,0,0,0,0,299
8421,L55600,L,310.4,1546,37.7,159,0,0,0,0,0,0,298.9
8422,L55601,L,310.3,1496,36.3,161,0,0,0,0,0,0,298.9
8423,H37836,H,310.3,1243,63,163,0,0,0,0,0,0,298.9
8424,L55603,L,310.4,1452,46.2,168,0,0,0,0,0,0,299
8425,L55604,L,310.6,1380,44.7,170,0,0,0,0,0,0,299.1
8426,L55605,L,310.6,1567,38.4,172,0,0,0,0,0,0,299.2
8427,L55606,L,310.5,1628,35.9,174,0,0,0,0,0,0,299.1
8428,L55607,L,310.4,1505,46.1,176,0,0,0,0,0,0,299.1
8429,M23288,M,310.3,1827,28,178,0,0,0,0,0,0,299
8430,L55609,L,310.3,1577,40,181,0,0,0,0,0,0,299
8431,L55610,L,310.2,1304,57.2,183,0,0,0,0,0,0,298.9
8432,H37845,H,310.1,1324,54.6,185,0,0,0,0,0,0,298.9
8433,L55612,L,310,1537,39.9,190,0,0,0,0,0,0,298.8
8434,M23293,M,310.1,1501,48.7,192,0,0,0,0,0,0,298.8
8435,M23294,M,309.9,1654,29.1,195,0,0,0,0,0,0,298.7
8436,M23295,M,310,1519,38.1,198,0,0,0,0,0,0,298.7
8437,L55616,L,309.9,1371,51.3,201,0,0,0,0,0,0,298.7
8438,L55617,L,309.8,1181,65.9,203,1,0,0,0,1,0,298.7
8439,L55618,L,309.8,1469,42.8,205,0,0,0,0,0,0,298.6
8440,L55619,L,309.8,1637,34.6,207,0,0,0,0,0,0,298.6
8441,L55620,L,309.8,1370,56,0,0,0,0,0,0,0,298.6
8442,L55621,L,309.9,1630,30.6,2,0,0,0,0,0,0,298.6
8443,L55622,L,310,1517,39,4,0,0,0,0,0,0,298.6
8444,M23303,M,309.9,1668,32.3,6,0,0,0,0,0,0,298.6
8445,M23304,M,309.9,1818,24.9,9,0,0,0,0,0,0,298.6
8446,M23305,M,310,1541,36.9,12,0,0,0,0,0,0,298.6
8447,L55626,L,309.9,1482,42.1,15,0,0,0,0,0,0,298.5
8448,L55627,L,310.1,1439,49.9,17,0,0,0,0,0,0,298.6
8449,L55628,L,310,1492,41.2,19,0,0,0,0,0,0,298.5
8450,L55629,L,309.9,1725,27.8,21,0,0,0,0,0,0,298.4
8451,L55630,L,310,1559,44.2,23,0,0,0,0,0,0,298.4
8452,L55631,L,310,1435,42.5,25,0,0,0,0,0,0,298.5
8453,M23312,M,310,1512,37.5,27,0,0,0,0,0,0,298.6
8454,L55633,L,309.9,1564,37.1,30,0,0,0,0,0,0,298.6
8455,L55634,L,310,1522,40.3,32,0,0,0,0,0,0,298.6
8456,L55635,L,309.9,1356,59.5,34,0,0,0,0,0,0,298.6
8457,L55636,L,309.9,1556,38.6,36,0,0,0,0,0,0,298.6
8458,L55637,L,309.9,1393,45.5,38,0,0,0,0,0,0,298.6
8459,L55638,L,309.9,1753,26.8,40,0,0,0,0,0,0,298.7
8460,L55639,L,309.9,1651,29.5,42,0,0,0,0,0,0,298.7
8461,L55640,L,309.9,1372,54.7,44,0,0,0,0,0,0,298.7
8462,L55641,L,309.9,1446,43.3,46,0,0,0,0,0,0,298.7
8463,M23322,M,309.8,1501,44.7,48,0,0,0,0,0,0,298.7
8464,M23323,M,309.9,1411,45.1,51,0,0,0,0,0,0,298.7
8465,H37878,H,309.7,1672,27.5,54,0,0,0,0,0,0,298.6
8466,M23325,M,309.8,1475,40.5,59,0,0,0,0,0,0,298.7
8467,L55646,L,309.8,1469,38.4,62,0,0,0,0,0,0,298.7
8468,L55647,L,309.8,1704,28.3,64,0,0,0,0,0,0,298.6
8469,H37882,H,309.7,1463,39.1,66,0,0,0,0,0,0,298.6
8470,M23329,M,309.7,1280,64.1,71,0,0,0,0,0,0,298.6
8471,L55650,L,309.9,1464,38,74,0,0,0,0,0,0,298.7
8472,L55651,L,309.8,1332,46.4,76,0,0,0,0,0,0,298.6
8473,L55652,L,309.7,1634,37.8,78,0,0,0,0,0,0,298.5
8474,M23333,M,309.8,1430,43.1,80,0,0,0,0,0,0,298.6
8475,M23334,M,309.7,1523,44.6,83,0,0,0,0,0,0,298.5
8476,M23335,M,309.7,1557,37.7,86,0,0,0,0,0,0,298.5
8477,L55656,L,309.6,1585,32.2,89,0,0,0,0,0,0,298.5
8478,H37891,H,309.6,1579,33.5,91,0,0,0,0,0,0,298.5
8479,M23338,M,309.7,1354,60.8,96,0,0,0,0,0,0,298.5
8480,L55659,L,309.7,1627,33.4,99,0,0,0,0,0,0,298.6
8481,L55660,L,309.6,1477,35.6,101,0,0,0,0,0,0,298.4
8482,M23341,M,309.4,1595,29,103,0,0,0,0,0,0,298.3
8483,L55662,L,309.5,1520,38.1,106,0,0,0,0,0,0,298.4
8484,L55663,L,309.4,1618,31.5,108,0,0,0,0,0,0,298.3
8485,L55664,L,309.5,1397,50.3,110,0,0,0,0,0,0,298.4
8486,L55665,L,309.5,1450,47.9,112,0,0,0,0,0,0,298.4
8487,M23346,M,309.5,1501,40.2,114,0,0,0,0,0,0,298.5
8488,L55667,L,309.4,1392,50.1,117,0,0,0,0,0,0,298.4
8489,L55668,L,309.4,1385,43.2,119,0,0,0,0,0,0,298.4
8490,L55669,L,309.4,1461,46.3,121,0,0,0,0,0,0,298.4
8491,M23350,M,309.6,1364,58.7,123,0,0,0,0,0,0,298.5
8492,L55671,L,309.5,1579,38.6,126,0,0,0,0,0,0,298.5
8493,M23352,M,309.5,1514,38.8,128,0,0,0,0,0,0,298.4
8494,M23353,M,309.5,1560,36.9,131,0,0,0,0,0,0,298.3
8495,L55674,L,309.5,1542,36.7,134,0,0,0,0,0,0,298.3
8496,L55675,L,309.4,1668,27.1,136,0,0,0,0,0,0,298.3
8497,M23356,M,309.4,1816,22.6,138,0,0,0,0,0,0,298.3
8498,M23357,M,309.4,1509,34.2,141,0,0,0,0,0,0,298.3
8499,L55678,L,309.6,1479,37.8,144,0,0,0,0,0,0,298.4
8500,L55679,L,309.6,1655,30.2,146,0,0,0,0,0,0,298.4
8501,L55680,L,309.5,1711,30.3,148,0,0,0,0,0,0,298.3
8502,L55681,L,309.7,1581,34.6,150,0,0,0,0,0,0,298.4
8503,H37916,H,309.8,1279,55.9,152,0,0,0,0,0,0,298.6
8504,L55683,L,309.8,1468,40.9,157,0,0,0,0,0,0,298.5
8505,L55684,L,309.7,1419,41.3,159,0,0,0,0,0,0,298.4
8506,L55685,L,309.7,1530,38.6,161,0,0,0,0,0,0,298.4
8507,L55686,L,309.6,1710,27.3,163,1,0,0,0,0,0,298.4
8508,L55687,L,309.7,1518,39.8,165,0,0,0,0,0,0,298.4
8509,M23368,M,309.7,1679,33.3,167,0,0,0,0,0,0,298.4
8510,M23369,M,309.7,1870,22.5,170,0,0,0,0,0,0,298.4
8511,L55690,L,309.7,1484,44.3,173,0,0,0,0,0,0,298.3
8512,L55691,L,309.7,1457,44.2,175,0,0,0,0,0,0,298.4
8513,H37926,H,309.6,1546,36.2,177,0,0,0,0,0,0,298.3
8514,M23373,M,309.5,1478,36.5,182,0,0,0,0,0,0,298.2
8515,L55694,L,309.4,1447,47.1,185,0,0,0,0,0,0,298.2
8516,L55695,L,309.4,1443,45.4,187,0,0,0,0,0,0,298.2
8517,L55696,L,309.6,1527,30.9,189,0,0,0,0,0,0,298.3
8518,M23377,M,309.6,1469,54.8,191,0,0,0,0,0,0,298.3
8519,M23378,M,309.6,1681,27.1,194,0,0,0,0,0,0,298.3
8520,L55699,L,309.6,1420,44.1,197,0,0,0,0,0,0,298.3
8521,M23380,M,309.5,1543,49.9,199,0,0,0,0,0,0,298.3
8522,L55701,L,309.5,1376,50.4,202,0,0,0,0,0,0,298.4
8523,H37936,H,309.4,1631,29.8,0,0,0,0,0,0,0,298.3
8524,H37937,H,309.3,1529,41.7,5,0,0,0,0,0,0,298.3
8525,L55704,L,309.4,1468,46.2,10,0,0,0,0,0,0,298.3
8526,L55705,L,309.4,1378,52.3,12,0,0,0,0,0,0,298.3
8527,L55706,L,309.3,1401,51.9,14,0,0,0,0,0,0,298.3
8528,L55707,L,309.3,1531,37.4,16,0,0,0,0,0,0,298.4
8529,L55708,L,309.3,1512,35.8,18,0,0,0,0,0,0,298.4
8530,M23389,M,309.4,1522,47.4,20,0,0,0,0,0,0,298.5
8531,M23390,M,309.3,1615,31.8,23,0,0,0,0,0,0,298.5
8532,L55711,L,309.3,1449,46.5,26,0,0,0,0,0,0,298.6
8533,L55712,L,309.4,1315,55.5,28,0,0,0,0,0,0,298.6
8534,M23393,M,309.4,1465,41.1,30,0,0,0,0,0,0,298.6
8535,M23394,M,309.5,1404,43.3,33,0,0,0,0,0,0,298.6
8536,L55715,L,309.5,1547,44.8,36,0,0,0,0,0,0,298.6
8537,M23396,M,309.5,1426,45.4,38,0,0,0,0,0,0,298.6
8538,L55717,L,309.5,1730,30.2,41,0,0,0,0,0,0,298.6
8539,L55718,L,309.4,1548,37.7,43,0,0,0,0,0,0,298.5
8540,L55719,L,309.4,1517,40.2,45,0,0,0,0,0,0,298.5
8541,L55720,L,309.5,1687,29.3,47,0,0,0,0,0,0,298.6
8542,L55721,L,309.5,1738,25.2,49,0,0,0,0,0,0,298.5
8543,H37956,H,309.4,1512,35.3,51,0,0,0,0,0,0,298.4
8544,M23403,M,309.4,1365,48.7,56,0,0,0,0,0,0,298.5
8545,H37958,H,309.4,2011,21,59,0,0,0,0,0,0,298.5
8546,L55725,L,309.3,1806,27.6,64,0,0,0,0,0,0,298.4
8547,L55726,L,309.3,1716,28.4,66,0,0,0,0,0,0,298.4
8548,M23407,M,309.4,1666,24.3,68,0,0,0,0,0,0,298.4
8549,L55728,L,309.4,1578,36.3,71,0,0,0,0,0,0,298.5
8550,L55729,L,309.3,1558,37.2,73,0,0,0,0,0,0,298.3
8551,L55730,L,309.2,1456,45.5,75,0,0,0,0,0,0,298.3
8552,M23411,M,309.1,1457,49,77,0,0,0,0,0,0,298.2
8553,L55732,L,309.1,1467,44.5,80,0,0,0,0,0,0,298.2
8554,M23413,M,309,1661,38.2,82,0,0,0,0,0,0,298.1
8555,L55734,L,309,1592,33.9,85,0,0,0,0,0,0,298.1
8556,L55735,L,309,1596,37.2,87,0,0,0,0,0,0,298.2
8557,L55736,L,309,1489,40.6,89,0,0,0,0,0,0,298.2
8558,L55737,L,309,1471,48.3,91,0,0,0,0,0,0,298.3
8559,M23418,M,309,1505,41.3,93,0,0,0,0,0,0,298.3
8560,L55739,L,309,1519,40,96,0,0,0,0,0,0,298.3
8561,L55740,L,309,1408,45.4,98,0,0,0,0,0,0,298.3
8562,L55741,L,308.9,1332,44.4,100,0,0,0,0,0,0,298.2
8563,L55742,L,308.9,1351,52.4,102,0,0,0,0,0,0,298.1
8564,L55743,L,308.9,1500,36.7,104,0,0,0,0,0,0,298
8565,M23424,M,308.7,1614,30.7,106,0,0,0,0,0,0,298
8566,L55745,L,308.8,1489,36.5,109,0,0,0,0,0,0,298
8567,M23426,M,308.7,1751,26.6,111,0,0,0,0,0,0,297.9
8568,L55747,L,308.7,1511,45.8,114,0,0,0,0,0,0,298
8569,L55748,L,308.6,1691,29.6,116,0,0,0,0,0,0,297.9
8570,L55749,L,308.6,1757,27.5,118,0,0,0,0,0,0,297.9
